departamento,provincia,candidato,partido,votos
HUANUCO,DOS DE MAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,439
HUANUCO,DOS DE MAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,400
HUANUCO,DOS DE MAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,380
HUANUCO,DOS DE MAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,305
HUANUCO,DOS DE MAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,198
HUANUCO,DOS DE MAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,145
HUANUCO,DOS DE MAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,132
HUANUCO,DOS DE MAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,129
HUANUCO,DOS DE MAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,117
HUANUCO,DOS DE MAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,113
HUANUCO,DOS DE MAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,107
HUANUCO,DOS DE MAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,86
HUANUCO,DOS DE MAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",79
HUANUCO,DOS DE MAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,78
HUANUCO,DOS DE MAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,76
HUANUCO,DOS DE MAYO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,62
HUANUCO,DOS DE MAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,55
HUANUCO,DOS DE MAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,55
HUANUCO,DOS DE MAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,53
HUANUCO,DOS DE MAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,46
HUANUCO,DOS DE MAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,29
HUANUCO,DOS DE MAYO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,26
HUANUCO,DOS DE MAYO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,24
HUANUCO,DOS DE MAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,23
HUANUCO,DOS DE MAYO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,17
HUANUCO,DOS DE MAYO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,14
HUANUCO,DOS DE MAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,14
HUANUCO,DOS DE MAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,13
HUANUCO,DOS DE MAYO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,12
HUANUCO,DOS DE MAYO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10
HUANUCO,DOS DE MAYO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,8
HUANUCO,DOS DE MAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,5
HUANUCO,HUACAYBAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2169
HUANUCO,HUACAYBAMBA,,VOTOS EN BLANCO,1456
HUANUCO,HUACAYBAMBA,,VOTOS NULOS,512
HUANUCO,HUACAYBAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,308
HUANUCO,HUACAYBAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,269
HUANUCO,HUACAYBAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,171
HUANUCO,HUACAYBAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,128
HUANUCO,HUACAYBAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,97
HUANUCO,HUACAYBAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,72
HUANUCO,HUACAYBAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,57
HUANUCO,HUACAYBAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,56
HUANUCO,HUACAYBAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,56
HUANUCO,HUACAYBAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,56
HUANUCO,HUACAYBAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,53
HUANUCO,HUACAYBAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,47
HUANUCO,HUACAYBAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,45
HUANUCO,HUACAYBAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,30
HUANUCO,HUACAYBAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,30
HUANUCO,HUACAYBAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,29
HUANUCO,HUACAYBAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",21
HUANUCO,HUACAYBAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,16
HUANUCO,HUACAYBAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,16
HUANUCO,HUACAYBAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,15
HUANUCO,HUACAYBAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,14
HUANUCO,HUACAYBAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,10
HUANUCO,HUACAYBAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,9
HUANUCO,HUACAYBAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,9
HUANUCO,HUACAYBAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,9
HUANUCO,HUACAYBAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,8
HUANUCO,HUACAYBAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,8
HUANUCO,HUACAYBAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,8
HUANUCO,HUACAYBAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,8
HUANUCO,HUACAYBAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,6
HUANUCO,HUACAYBAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,5
HUANUCO,HUACAYBAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,5
HUANUCO,HUACAYBAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4
HUANUCO,HUACAYBAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,3
HUANUCO,HUACAYBAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3
HUANUCO,HUAMALIES,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7777
HUANUCO,HUAMALIES,,VOTOS EN BLANCO,5223
HUANUCO,HUAMALIES,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3047
HUANUCO,HUAMALIES,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1804
HUANUCO,HUAMALIES,,VOTOS NULOS,1677
HUANUCO,HUAMALIES,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1147
HUANUCO,HUAMALIES,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,751
HUANUCO,HUAMALIES,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,581
HUANUCO,HUAMALIES,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,526
HUANUCO,HUAMALIES,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,494
HUANUCO,HUAMALIES,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,401
HUANUCO,HUAMALIES,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,348
HUANUCO,HUAMALIES,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,266
HUANUCO,HUAMALIES,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,230
HUANUCO,HUAMALIES,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,221
HUANUCO,HUAMALIES,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,206
HUANUCO,HUAMALIES,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,204
HUANUCO,HUAMALIES,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,176
HUANUCO,HUAMALIES,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,143
HUANUCO,HUAMALIES,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",130
HUANUCO,HUAMALIES,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,127
HUANUCO,HUAMALIES,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,107
HUANUCO,HUAMALIES,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,88
HUANUCO,HUAMALIES,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,84
HUANUCO,HUAMALIES,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,76
HUANUCO,HUAMALIES,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,53
HUANUCO,HUAMALIES,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,53
HUANUCO,HUAMALIES,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,51
HUANUCO,HUAMALIES,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,42
HUANUCO,HUAMALIES,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,42
HUANUCO,HUAMALIES,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,29
HUANUCO,HUAMALIES,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,29
HUANUCO,HUAMALIES,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,24
HUANUCO,HUAMALIES,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,23
HUANUCO,HUAMALIES,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,23
HUANUCO,HUAMALIES,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,23
HUANUCO,HUAMALIES,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,18
HUANUCO,HUAMALIES,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,10
HUANUCO,HUÁNUCO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,30680
HUANUCO,HUÁNUCO,,VOTOS EN BLANCO,22340
HUANUCO,HUÁNUCO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,20128
HUANUCO,HUÁNUCO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,19818
HUANUCO,HUÁNUCO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,10479
HUANUCO,HUÁNUCO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,10466
HUANUCO,HUÁNUCO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,9938
HUANUCO,HUÁNUCO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,9662
HUANUCO,HUÁNUCO,,VOTOS NULOS,8816
HUANUCO,HUÁNUCO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,4372
HUANUCO,HUÁNUCO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3739
HUANUCO,HUÁNUCO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,2929
HUANUCO,HUÁNUCO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,2095
HUANUCO,HUÁNUCO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1665
HUANUCO,HUÁNUCO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1377
HUANUCO,HUÁNUCO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1215
HUANUCO,HUÁNUCO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1057
HUANUCO,HUÁNUCO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,919
HUANUCO,HUÁNUCO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,904
HUANUCO,HUÁNUCO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,893
HUANUCO,HUÁNUCO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,886
HUANUCO,HUÁNUCO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,867
HUANUCO,HUÁNUCO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,621
HUANUCO,HUÁNUCO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,593
HUANUCO,HUÁNUCO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,527
HUANUCO,HUÁNUCO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,511
HUANUCO,HUÁNUCO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,438
HUANUCO,HUÁNUCO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,425
HUANUCO,HUÁNUCO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,381
HUANUCO,HUÁNUCO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,336
HUANUCO,HUÁNUCO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,255
HUANUCO,HUÁNUCO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,241
HUANUCO,HUÁNUCO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,220
HUANUCO,HUÁNUCO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,189
HUANUCO,HUÁNUCO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,181
HUANUCO,HUÁNUCO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,123
HUANUCO,HUÁNUCO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,117
HUANUCO,HUÁNUCO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,79
HUANUCO,LAURICOCHA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3696
HUANUCO,LAURICOCHA,,VOTOS EN BLANCO,1256
HUANUCO,LAURICOCHA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,805
HUANUCO,LAURICOCHA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,520
HUANUCO,LAURICOCHA,,VOTOS NULOS,404
HUANUCO,LAURICOCHA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,398
HUANUCO,LAURICOCHA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,203
HUANUCO,LAURICOCHA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,178
HUANUCO,LAURICOCHA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,143
HUANUCO,LAURICOCHA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,98
HUANUCO,LAURICOCHA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,79
HUANUCO,LAURICOCHA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,71
HUANUCO,LAURICOCHA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,67
HUANUCO,LAURICOCHA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,53
HUANUCO,LAURICOCHA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,52
HUANUCO,LAURICOCHA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,48
HUANUCO,LAURICOCHA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,48
HUANUCO,LAURICOCHA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,46
HUANUCO,LAURICOCHA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,45
HUANUCO,LAURICOCHA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,37
HUANUCO,LAURICOCHA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",28
HUANUCO,LAURICOCHA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,24
HUANUCO,LAURICOCHA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,23
HUANUCO,LAURICOCHA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,21
HUANUCO,LAURICOCHA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,14
HUANUCO,LAURICOCHA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,12
HUANUCO,LAURICOCHA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,12
HUANUCO,LAURICOCHA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,10
HUANUCO,LAURICOCHA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,10
HUANUCO,LAURICOCHA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,8
HUANUCO,LAURICOCHA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,8
HUANUCO,LAURICOCHA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,7
HUANUCO,LAURICOCHA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,6
HUANUCO,LAURICOCHA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5
HUANUCO,LAURICOCHA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,3
HUANUCO,LAURICOCHA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,2
HUANUCO,LAURICOCHA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,2
HUANUCO,LAURICOCHA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,1
HUANUCO,LEONCIO PRADO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,12886
HUANUCO,LEONCIO PRADO,,VOTOS EN BLANCO,12492
HUANUCO,LEONCIO PRADO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,9620
HUANUCO,LEONCIO PRADO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,7970
HUANUCO,LEONCIO PRADO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,4457
HUANUCO,LEONCIO PRADO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3844
HUANUCO,LEONCIO PRADO,,VOTOS NULOS,3718
HUANUCO,LEONCIO PRADO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3216
HUANUCO,LEONCIO PRADO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2545
HUANUCO,LEONCIO PRADO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1504
HUANUCO,LEONCIO PRADO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1082
HUANUCO,LEONCIO PRADO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1005
HUANUCO,LEONCIO PRADO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,819
HUANUCO,LEONCIO PRADO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,796
HUANUCO,LEONCIO PRADO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,760
HUANUCO,LEONCIO PRADO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,561
HUANUCO,LEONCIO PRADO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,555
HUANUCO,LEONCIO PRADO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,472
HUANUCO,LEONCIO PRADO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,448
HUANUCO,LEONCIO PRADO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,418
HUANUCO,LEONCIO PRADO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,365
HUANUCO,LEONCIO PRADO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,335
HUANUCO,LEONCIO PRADO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,268
HUANUCO,LEONCIO PRADO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,237
HUANUCO,LEONCIO PRADO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,197
HUANUCO,LEONCIO PRADO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,172
HUANUCO,LEONCIO PRADO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,172
HUANUCO,LEONCIO PRADO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,169
HUANUCO,LEONCIO PRADO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,167
HUANUCO,LEONCIO PRADO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,125
HUANUCO,LEONCIO PRADO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,119
HUANUCO,LEONCIO PRADO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,114
HUANUCO,LEONCIO PRADO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,112
HUANUCO,LEONCIO PRADO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,73
HUANUCO,LEONCIO PRADO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,71
HUANUCO,LEONCIO PRADO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,49
HUANUCO,LEONCIO PRADO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,44
HUANUCO,LEONCIO PRADO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,38
HUANUCO,MARAÑÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3818
HUANUCO,MARAÑÓN,,VOTOS EN BLANCO,2967
HUANUCO,MARAÑÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1662
HUANUCO,MARAÑÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1161
HUANUCO,MARAÑÓN,,VOTOS NULOS,985
HUANUCO,MARAÑÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,468
HUANUCO,MARAÑÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,273
HUANUCO,MARAÑÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,272
HUANUCO,MARAÑÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,224
