departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov,votos_estimados,votos_restantes
LA LIBERTAD,TRUJILLO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,471,2849,2559,89.821,509855,524.3762594493493,53.37625944934928
LA LIBERTAD,TRUJILLO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,400,2849,2559,89.821,509855,445.3301566448826,45.33015664488261
LA LIBERTAD,TRUJILLO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,241,2849,2559,89.821,509855,268.31141937854176,27.311419378541757
LA LIBERTAD,TRUJILLO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,238,2849,2559,89.821,509855,264.9714432037052,26.971443203705178
LA LIBERTAD,TRUJILLO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,209,2849,2559,89.821,509855,232.68500684695118,23.685006846951183
LA LIBERTAD,VIRÚ,,VOTOS EN BLANCO,10025,283,238,84.099,42725,11920.474678652541,1895.4746786525411
LA LIBERTAD,VIRÚ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7321,283,238,84.099,42725,8705.216471063864,1384.2164710638644
LA LIBERTAD,VIRÚ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,7279,283,238,84.099,42725,8655.27533026552,1376.27533026552
LA LIBERTAD,VIRÚ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,5631,283,238,84.099,42725,6695.680091320943,1064.6800913209427
LA LIBERTAD,VIRÚ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,5182,283,238,84.099,42725,6161.785514691019,979.7855146910188
LA LIBERTAD,VIRÚ,,VOTOS NULOS,3560,283,238,84.099,42725,4233.106220050179,673.1062200501792
LA LIBERTAD,VIRÚ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2685,283,238,84.099,42725,3192.6657867513286,507.6657867513286
LA LIBERTAD,VIRÚ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2245,283,238,84.099,42725,2669.4728831496213,424.47288314962134
LA LIBERTAD,VIRÚ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1641,283,238,84.099,42725,1951.2717154781865,310.2717154781865
LA LIBERTAD,VIRÚ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1407,283,238,84.099,42725,1673.028216744551,266.02821674455095
LA LIBERTAD,VIRÚ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1376,283,238,84.099,42725,1636.166898536249,260.16689853624894
LA LIBERTAD,VIRÚ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1237,283,238,84.099,42725,1470.8855039893458,233.8855039893458
LA LIBERTAD,VIRÚ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,984,283,238,84.099,42725,1170.049584418364,186.04958441836402
LA LIBERTAD,VIRÚ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,933,283,238,84.099,42725,1109.4067705918026,176.40677059180257
LA LIBERTAD,VIRÚ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",783,283,238,84.099,42725,931.0455534548568,148.04555345485676
LA LIBERTAD,VIRÚ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,666,283,238,84.099,42725,791.9238040880391,125.9238040880391
LA LIBERTAD,VIRÚ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,527,283,238,84.099,42725,626.642409541136,99.64240954113598
LA LIBERTAD,VIRÚ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,438,283,238,84.099,42725,520.8147540398816,82.81475403988156
LA LIBERTAD,VIRÚ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,397,283,238,84.099,42725,472.0626880224497,75.06268802244972
LA LIBERTAD,VIRÚ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,344,283,238,84.099,42725,409.04172463406223,65.04172463406223
LA LIBERTAD,VIRÚ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,313,283,238,84.099,42725,372.1804064257601,59.18040642576011
LA LIBERTAD,VIRÚ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,202,283,238,84.099,42725,240.19310574442025,38.19310574442025
LA LIBERTAD,VIRÚ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,178,283,238,84.099,42725,211.65531100250894,33.65531100250894
LA LIBERTAD,VIRÚ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,133,283,238,84.099,42725,158.14694586142522,25.146945861425223
LA LIBERTAD,VIRÚ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,132,283,238,84.099,42725,156.95787108051226,24.957871080512263
LA LIBERTAD,VIRÚ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,101,283,238,84.099,42725,120.09655287221013,19.096552872210125
LA LIBERTAD,VIRÚ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,93,283,238,84.099,42725,110.58395462490635,17.583954624906355
LA LIBERTAD,VIRÚ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,87,283,238,84.099,42725,103.44950593942853,16.449505939428533
LA LIBERTAD,VIRÚ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,73,283,238,84.099,42725,86.80245900664693,13.802459006646927
LA LIBERTAD,VIRÚ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,59,283,238,84.099,42725,70.15541207386532,11.155412073865321
LA LIBERTAD,VIRÚ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,59,283,238,84.099,42725,70.15541207386532,11.155412073865321
LA LIBERTAD,VIRÚ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,43,283,238,84.099,42725,51.13021557925778,8.13021557925778
LA LIBERTAD,VIRÚ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,41,283,238,84.099,42725,48.75206601743184,7.7520660174318365
LA LIBERTAD,VIRÚ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,40,283,238,84.099,42725,47.56299123651886,7.562991236518862
LA LIBERTAD,VIRÚ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,38,283,238,84.099,42725,45.18484167469292,7.184841674692919
LA LIBERTAD,VIRÚ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,30,283,238,84.099,42725,35.67224342738915,5.672243427389148
LA LIBERTAD,VIRÚ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,15,283,238,84.099,42725,17.836121713694574,2.836121713694574
LA LIBERTAD,VIRÚ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,12,283,238,84.099,42725,14.26889737095566,2.26889737095566
LAMBAYEQUE,CHICLAYO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,107494,2391,2293,95.901,441872,112088.5079404803,4594.507940480296
LAMBAYEQUE,CHICLAYO,,VOTOS EN BLANCO,54682,2391,2293,95.901,441872,57019.21773495585,2337.217734955848
LAMBAYEQUE,CHICLAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,53102,2391,2293,95.901,441872,55371.68538388547,2269.685383885473
LAMBAYEQUE,CHICLAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,46712,2391,2293,95.901,441872,48708.56403999959,1996.56403999959
LAMBAYEQUE,CHICLAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,46080,2391,2293,95.901,441872,48049.551099571436,1969.5510995714358
LAMBAYEQUE,CHICLAYO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,35429,2391,2293,95.901,441872,36943.306117767286,1514.3061177672862
LAMBAYEQUE,CHICLAYO,,VOTOS NULOS,31112,2391,2293,95.901,441872,32441.788928165508,1329.788928165508
LAMBAYEQUE,CHICLAYO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,30978,2391,2293,95.901,441872,32302.061500922828,1324.0615009228277
LAMBAYEQUE,CHICLAYO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,21411,2391,2293,95.901,441872,22326.148840992275,915.1488409922749
LAMBAYEQUE,CHICLAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",16147,2391,2293,95.901,441872,16837.15498274262,690.1549827426206
LAMBAYEQUE,CHICLAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,15251,2391,2293,95.901,441872,15902.85815580651,651.8581558065107
LAMBAYEQUE,CHICLAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,8866,2391,2293,95.901,441872,9244.95052189237,378.9505218923696
LAMBAYEQUE,CHICLAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,8346,2391,2293,95.901,441872,8702.724684831233,356.7246848312334
LAMBAYEQUE,CHICLAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,6895,2391,2293,95.901,441872,7189.706051031794,294.70605103179423
LAMBAYEQUE,CHICLAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,6343,2391,2293,95.901,441872,6614.112470151511,271.11247015151093
LAMBAYEQUE,CHICLAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,4967,2391,2293,95.901,441872,5179.299485928197,212.2994859281971
LAMBAYEQUE,CHICLAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,4202,2391,2293,95.901,441872,4381.601860251718,179.60186025171788
LAMBAYEQUE,CHICLAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3989,2391,2293,95.901,441872,4159.497815455522,170.49781545552196
LAMBAYEQUE,CHICLAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,2841,2391,2293,95.901,441872,2962.4300059436296,121.43000594362957
LAMBAYEQUE,CHICLAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2599,2391,2293,95.901,441872,2710.0864433113315,111.08644331133155
LAMBAYEQUE,CHICLAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,2451,2391,2293,95.901,441872,2555.7606281477774,104.76062814777742
LAMBAYEQUE,CHICLAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2344,2391,2293,95.901,441872,2444.1872347525054,100.18723475250545
LAMBAYEQUE,CHICLAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,2324,2391,2293,95.901,441872,2423.332394865539,99.33239486553884
LAMBAYEQUE,CHICLAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,2047,2391,2293,95.901,441872,2134.4928624310487,87.4928624310487
LAMBAYEQUE,CHICLAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1992,2391,2293,95.901,441872,2077.1420527418904,85.14205274189044
LAMBAYEQUE,CHICLAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1377,2391,2293,95.901,441872,1435.855726217662,58.855726217662095
LAMBAYEQUE,CHICLAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1282,2391,2293,95.901,441872,1336.79523675457,54.79523675456994
LAMBAYEQUE,CHICLAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1098,2391,2293,95.901,441872,1144.9307097944757,46.93070979447566
LAMBAYEQUE,CHICLAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,943,2391,2293,95.901,441872,983.3057006704831,40.305700670483134
LAMBAYEQUE,CHICLAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,871,2391,2293,95.901,441872,908.2282770774028,37.22827707740282
LAMBAYEQUE,CHICLAYO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,707,2391,2293,95.901,441872,737.2185900042753,30.218590004275256
LAMBAYEQUE,CHICLAYO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,680,2391,2293,95.901,441872,709.0645561568701,29.06455615687014
LAMBAYEQUE,CHICLAYO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,521,2391,2293,95.901,441872,543.2685790554843,22.268579055484338
LAMBAYEQUE,CHICLAYO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,448,2391,2293,95.901,441872,467.14841346805565,19.14841346805565
LAMBAYEQUE,CHICLAYO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,357,2391,2293,95.901,441872,372.25889198235683,15.258891982356829
LAMBAYEQUE,CHICLAYO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,289,2391,2293,95.901,441872,301.3524363666698,12.352436366669792
LAMBAYEQUE,CHICLAYO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,277,2391,2293,95.901,441872,288.83953243448974,11.83953243448974
LAMBAYEQUE,CHICLAYO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,212,2391,2293,95.901,441872,221.06130280184775,9.061302801847745
LAMBAYEQUE,FERREÑAFE,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,11612,305,284,93.115,44946,12470.60086989207,858.6008698920705
LAMBAYEQUE,FERREÑAFE,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,9679,305,284,93.115,44946,10394.673253503734,715.6732535037336
LAMBAYEQUE,FERREÑAFE,,VOTOS EN BLANCO,9314,305,284,93.115,44946,10002.684852064653,688.6848520646527
LAMBAYEQUE,FERREÑAFE,,VOTOS NULOS,3519,305,284,93.115,44946,3779.1977662030827,260.19776620308267
LAMBAYEQUE,FERREÑAFE,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3126,305,284,93.115,44946,3357.1390216399077,231.1390216399077
LAMBAYEQUE,FERREÑAFE,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3011,305,284,93.115,44946,3233.635826665951,222.63582666595084
LAMBAYEQUE,FERREÑAFE,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2969,305,284,93.115,44946,3188.53031197981,219.53031197981
LAMBAYEQUE,FERREÑAFE,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2223,305,284,93.115,44946,2387.370455887881,164.37045588788078
LAMBAYEQUE,FERREÑAFE,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1838,305,284,93.115,44946,1973.9032379315902,135.90323793159018
LAMBAYEQUE,FERREÑAFE,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1513,305,284,93.115,44946,1624.8724695269293,111.87246952692931
LAMBAYEQUE,FERREÑAFE,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1347,305,284,93.115,44946,1446.598292434087,99.59829243408694
LAMBAYEQUE,FERREÑAFE,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,972,305,284,93.115,44946,1043.8704827364013,71.8704827364013
LAMBAYEQUE,FERREÑAFE,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,901,305,284,93.115,44946,967.6206841003061,66.62068410030611
LAMBAYEQUE,FERREÑAFE,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",859,305,284,93.115,44946,922.5151694141654,63.51516941416537
LAMBAYEQUE,FERREÑAFE,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,830,305,284,93.115,44946,891.370885464211,61.37088546421103
LAMBAYEQUE,FERREÑAFE,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,647,305,284,93.115,44946,694.8397143317404,47.839714331740424
LAMBAYEQUE,FERREÑAFE,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,527,305,284,93.115,44946,565.966815228481,38.96681522848098
LAMBAYEQUE,FERREÑAFE,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,479,305,284,93.115,44946,514.4176555871771,35.41765558717714
LAMBAYEQUE,FERREÑAFE,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,312,305,284,93.115,44946,335.0695376684745,23.06953766847448
LAMBAYEQUE,FERREÑAFE,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,252,305,284,93.115,44946,270.63308811684476,18.63308811684476
LAMBAYEQUE,FERREÑAFE,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,179,305,284,93.115,44946,192.23540782902865,13.235407829028645
LAMBAYEQUE,FERREÑAFE,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,177,305,284,93.115,44946,190.08752617730764,13.087526177307637
LAMBAYEQUE,FERREÑAFE,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,176,305,284,93.115,44946,189.01358535144715,13.013585351447148
LAMBAYEQUE,FERREÑAFE,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,141,305,284,93.115,44946,151.4256564463298,10.42565644632981
LAMBAYEQUE,FERREÑAFE,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,140,305,284,93.115,44946,150.35171562046932,10.35171562046932
LAMBAYEQUE,FERREÑAFE,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,132,305,284,93.115,44946,141.76018901358538,9.760189013585375
LAMBAYEQUE,FERREÑAFE,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,130,305,284,93.115,44946,139.61230736186437,9.612307361864367
LAMBAYEQUE,FERREÑAFE,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,117,305,284,93.115,44946,125.65107662567793,8.65107662567793
LAMBAYEQUE,FERREÑAFE,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,99,305,284,93.115,44946,106.32014176018902,7.320141760189017
LAMBAYEQUE,FERREÑAFE,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,84,305,284,93.115,44946,90.2110293722816,6.211029372281601
LAMBAYEQUE,FERREÑAFE,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,80,305,284,93.115,44946,85.91526606883961,5.915266068839614
LAMBAYEQUE,FERREÑAFE,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,73,305,284,93.115,44946,78.39768028781614,5.397680287816144
LAMBAYEQUE,FERREÑAFE,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,72,305,284,93.115,44946,77.32373946195565,5.323739461955654
LAMBAYEQUE,FERREÑAFE,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,67,305,284,93.115,44946,71.95403533265318,4.954035332653177
LAMBAYEQUE,FERREÑAFE,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,63,305,284,93.115,44946,67.65827202921119,4.65827202921119
LAMBAYEQUE,FERREÑAFE,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,56,305,284,93.115,44946,60.14068624818773,4.140686248187727
LAMBAYEQUE,FERREÑAFE,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,45,305,284,93.115,44946,48.327337163722284,3.3273371637222837
LAMBAYEQUE,FERREÑAFE,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,18,305,284,93.115,44946,19.330934865488913,1.3309348654889135
LAMBAYEQUE,LAMBAYEQUE,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,49301,894,843,94.295,150821,52283.7902327801,2982.7902327800984
LAMBAYEQUE,LAMBAYEQUE,,VOTOS EN BLANCO,31347,894,843,94.295,150821,33243.544196404895,1896.544196404895
LAMBAYEQUE,LAMBAYEQUE,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,22754,894,843,94.295,150821,24130.653799247044,1376.653799247044
LAMBAYEQUE,LAMBAYEQUE,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,13751,894,843,94.295,150821,14582.957739010551,831.9577390105514
LAMBAYEQUE,LAMBAYEQUE,,VOTOS NULOS,12096,894,843,94.295,150821,12827.827562437033,731.8275624370326
LAMBAYEQUE,LAMBAYEQUE,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,10114,894,843,94.295,150821,10725.91335701787,611.9133570178692
LAMBAYEQUE,LAMBAYEQUE,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,9949,894,843,94.295,150821,10550.93059016915,601.9305901691496
LAMBAYEQUE,LAMBAYEQUE,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,5818,894,843,94.295,150821,6169.998409247573,351.99840924757336
LAMBAYEQUE,LAMBAYEQUE,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5279,894,843,94.295,150821,5598.388037541757,319.3880375417566
LAMBAYEQUE,LAMBAYEQUE,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,5058,894,843,94.295,150821,5364.0171801261995,306.0171801261995
LAMBAYEQUE,LAMBAYEQUE,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,3504,894,843,94.295,150821,3715.997666896442,211.99766689644184
LAMBAYEQUE,LAMBAYEQUE,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3500,894,843,94.295,150821,3711.755660427382,211.75566042738183
LAMBAYEQUE,LAMBAYEQUE,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3144,894,843,94.295,150821,3334.217084681054,190.21708468105408
LAMBAYEQUE,LAMBAYEQUE,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2906,894,843,94.295,150821,3081.817699771992,175.817699771992
LAMBAYEQUE,LAMBAYEQUE,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,2380,894,843,94.295,150821,2523.9938490906197,143.99384909061973
LAMBAYEQUE,LAMBAYEQUE,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1721,894,843,94.295,150821,1825.1232833130068,104.12328331300682
LAMBAYEQUE,LAMBAYEQUE,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1720,894,843,94.295,150821,1824.062781695742,104.06278169574193
LAMBAYEQUE,LAMBAYEQUE,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1574,894,843,94.295,150821,1669.2295455750568,95.22954557505682
LAMBAYEQUE,LAMBAYEQUE,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,861,894,843,94.295,150821,913.091892465136,52.09189246513597
LAMBAYEQUE,LAMBAYEQUE,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,837,894,843,94.295,150821,887.6398536507768,50.639853650776786
LAMBAYEQUE,LAMBAYEQUE,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,829,894,843,94.295,150821,879.155840712657,50.15584071265698
LAMBAYEQUE,LAMBAYEQUE,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,781,894,843,94.295,150821,828.2517630839386,47.25176308393861
LAMBAYEQUE,LAMBAYEQUE,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,688,894,843,94.295,150821,729.6251126782968,41.62511267829677
LAMBAYEQUE,LAMBAYEQUE,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,599,894,843,94.295,150821,635.2404687417148,36.240468741714835
LAMBAYEQUE,LAMBAYEQUE,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,574,894,843,94.295,150821,608.7279283100906,34.72792831009065
LAMBAYEQUE,LAMBAYEQUE,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,570,894,843,94.295,150821,604.4859218410307,34.485921841030745
LAMBAYEQUE,LAMBAYEQUE,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,479,894,843,94.295,150821,507.98027466991886,28.980274669918856
LAMBAYEQUE,LAMBAYEQUE,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,420,894,843,94.295,150821,445.41067925128584,25.410679251285842
LAMBAYEQUE,LAMBAYEQUE,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,288,894,843,94.295,150821,305.42446577231027,17.42446577231027
LAMBAYEQUE,LAMBAYEQUE,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,263,894,843,94.295,150821,278.91192534068614,15.911925340686139
LAMBAYEQUE,LAMBAYEQUE,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,251,894,843,94.295,150821,266.18590593350655,15.185905933506547
LAMBAYEQUE,LAMBAYEQUE,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,198,894,843,94.295,150821,209.97932021846333,11.979320218463329
LAMBAYEQUE,LAMBAYEQUE,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,175,894,843,94.295,150821,185.5877830213691,10.587783021369091
