departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov,votos_estimados,votos_restantes
AMAZONAS,LUYA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,569,159,153,96.226,17731,591.3162762662897,22.31627626628972
AMAZONAS,LUYA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,515,159,153,96.226,17731,535.1983871302974,20.19838713029742
AMAZONAS,LUYA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,471,159,153,96.226,17731,489.4726996861555,18.472699686155522
AMAZONAS,LUYA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,382,159,153,96.226,17731,396.9821046286866,14.982104628686614
AMAZONAS,LUYA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,311,159,153,96.226,17731,323.19747261654857,12.197472616548566
AMAZONAS,LUYA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,253,159,153,96.226,17731,262.92270280381604,9.922702803816037
AMAZONAS,LUYA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",222,159,153,96.226,17731,230.70687755907966,8.706877559079658
AMAZONAS,LUYA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,197,159,153,96.226,17731,204.72637332945357,7.7263733294535655
AMAZONAS,LUYA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,190,159,153,96.226,17731,197.45183214515828,7.451832145158278
AMAZONAS,LUYA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,176,159,153,96.226,17731,182.90274977656767,6.902749776567674
AMAZONAS,LUYA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,121,159,153,96.226,17731,125.74564047139027,4.745640471390274
AMAZONAS,LUYA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,112,159,153,96.226,17731,116.39265894872487,4.392658948724872
AMAZONAS,LUYA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,109,159,153,96.226,17731,113.27499844116974,4.274998441169743
AMAZONAS,LUYA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,108,159,153,96.226,17731,112.2357782719847,4.2357782719846995
AMAZONAS,LUYA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,82,159,153,96.226,17731,85.21605387317356,3.216053873173564
AMAZONAS,LUYA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,79,159,153,96.226,17731,82.09839336561843,3.098393365618435
AMAZONAS,LUYA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,65,159,153,96.226,17731,67.54931099702783,2.549310997027831
AMAZONAS,LUYA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,59,159,153,96.226,17731,61.313989981917565,2.3139899819175653
AMAZONAS,LUYA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,51,159,153,96.226,17731,53.00022862843722,2.0002286284372204
AMAZONAS,LUYA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,44,159,153,96.226,17731,45.72568744414192,1.7256874441419185
AMAZONAS,LUYA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,43,159,153,96.226,17731,44.686467274956875,1.6864672749568754
AMAZONAS,LUYA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,34,159,153,96.226,17731,35.33348575229148,1.3334857522914803
AMAZONAS,LUYA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,32,159,153,96.226,17731,33.255045413921394,1.255045413921394
AMAZONAS,LUYA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,27,159,153,96.226,17731,28.058944567996175,1.0589445679961749
AMAZONAS,LUYA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,27,159,153,96.226,17731,28.058944567996175,1.0589445679961749
AMAZONAS,LUYA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,25,159,153,96.226,17731,25.98050422962609,0.9805042296260886
AMAZONAS,LUYA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,23,159,153,96.226,17731,23.902063891256002,0.9020638912560024
AMAZONAS,LUYA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,18,159,153,96.226,17731,18.705963045330783,0.7059630453307832
AMAZONAS,LUYA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,16,159,153,96.226,17731,16.627522706960697,0.627522706960697
AMAZONAS,LUYA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,13,159,153,96.226,17731,13.509862199405566,0.5098621994055659
AMAZONAS,LUYA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4,159,153,96.226,17731,4.156880676740174,0.15688067674017425
AMAZONAS,RODRÍGUEZ DE MENDOZA,,VOTOS EN BLANCO,3003,102,100,98.039,11214,3063.066738746825,60.066738746825195
AMAZONAS,RODRÍGUEZ DE MENDOZA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2506,102,100,98.039,11214,2556.125623476372,50.12562347637186
AMAZONAS,RODRÍGUEZ DE MENDOZA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2235,102,100,98.039,11214,2279.705015351034,44.705015351034035
AMAZONAS,RODRÍGUEZ DE MENDOZA,,VOTOS NULOS,1431,102,100,98.039,11214,1459.6232111710647,28.623211171064668
AMAZONAS,RODRÍGUEZ DE MENDOZA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1187,102,100,98.039,11214,1210.74266363386,23.742663633860047
AMAZONAS,RODRÍGUEZ DE MENDOZA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,959,102,100,98.039,11214,978.1821520007344,19.18215200073439
AMAZONAS,RODRÍGUEZ DE MENDOZA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,893,102,100,98.039,11214,910.8620038964086,17.862003896408623
AMAZONAS,RODRÍGUEZ DE MENDOZA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,529,102,100,98.039,11214,539.5811870786116,10.581187078611606
AMAZONAS,RODRÍGUEZ DE MENDOZA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,462,102,100,98.039,11214,471.2410367302808,9.241036730280825
AMAZONAS,RODRÍGUEZ DE MENDOZA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,331,102,100,98.039,11214,337.6207427656341,6.620742765634077
AMAZONAS,RODRÍGUEZ DE MENDOZA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,229,102,100,98.039,11214,233.58051387713053,4.580513877130528
AMAZONAS,RODRÍGUEZ DE MENDOZA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,214,102,100,98.039,11214,218.2804802170565,4.280480217056493
AMAZONAS,RODRÍGUEZ DE MENDOZA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",199,102,100,98.039,11214,202.98044655698243,3.9804465569824288
AMAZONAS,RODRÍGUEZ DE MENDOZA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,189,102,100,98.039,11214,192.78042411693306,3.7804241169330624
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,152,102,100,98.039,11214,155.0403410887504,3.0403410887504094
AMAZONAS,RODRÍGUEZ DE MENDOZA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,128,102,100,98.039,11214,130.5602872326319,2.5602872326319073
AMAZONAS,RODRÍGUEZ DE MENDOZA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,128,102,100,98.039,11214,130.5602872326319,2.5602872326319073
AMAZONAS,RODRÍGUEZ DE MENDOZA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,108,102,100,98.039,11214,110.16024235253317,2.1602423525331744
AMAZONAS,RODRÍGUEZ DE MENDOZA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,93,102,100,98.039,11214,94.86020869245912,1.8602086924591248
AMAZONAS,RODRÍGUEZ DE MENDOZA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,78,102,100,98.039,11214,79.56017503238508,1.5601750323850752
AMAZONAS,RODRÍGUEZ DE MENDOZA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,73,102,100,98.039,11214,74.46016381236039,1.460163812360392
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,69,102,100,98.039,11214,70.38015483634064,1.3801548363406368
AMAZONAS,RODRÍGUEZ DE MENDOZA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,63,102,100,98.039,11214,64.26014137231103,1.2601413723110255
AMAZONAS,RODRÍGUEZ DE MENDOZA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,55,102,100,98.039,11214,56.10012342027152,1.1001234202715224
AMAZONAS,RODRÍGUEZ DE MENDOZA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,53,102,100,98.039,11214,54.06011893226165,1.060118932261652
AMAZONAS,RODRÍGUEZ DE MENDOZA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,50,102,100,98.039,11214,51.00011220024684,1.0001122002468392
AMAZONAS,RODRÍGUEZ DE MENDOZA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,37,102,100,98.039,11214,37.74008302818266,0.74008302818266
AMAZONAS,RODRÍGUEZ DE MENDOZA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,35,102,100,98.039,11214,35.70007854017279,0.7000785401727896
AMAZONAS,RODRÍGUEZ DE MENDOZA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,29,102,100,98.039,11214,29.580065076143168,0.5800650761431676
AMAZONAS,RODRÍGUEZ DE MENDOZA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,19,102,100,98.039,11214,19.3800426360938,0.3800426360938012
AMAZONAS,RODRÍGUEZ DE MENDOZA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,19,102,100,98.039,11214,19.3800426360938,0.3800426360938012
AMAZONAS,RODRÍGUEZ DE MENDOZA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,18,102,100,98.039,11214,18.360040392088862,0.3600403920888624
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,17,102,100,98.039,11214,17.340038148083927,0.3400381480839272
AMAZONAS,RODRÍGUEZ DE MENDOZA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,15,102,100,98.039,11214,15.300033660074053,0.3000336600740532
AMAZONAS,RODRÍGUEZ DE MENDOZA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,14,102,100,98.039,11214,14.280031416069116,0.2800314160691162
AMAZONAS,RODRÍGUEZ DE MENDOZA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,11,102,100,98.039,11214,11.220024684054305,0.2200246840543052
AMAZONAS,RODRÍGUEZ DE MENDOZA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,10,102,100,98.039,11214,10.200022440049368,0.2000224400493682
AMAZONAS,RODRÍGUEZ DE MENDOZA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,7,102,100,98.039,11214,7.140015708034558,0.1400157080345581
AMAZONAS,UTCUBAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,15939,339,288,84.956,42107,18761.47652902679,2822.4765290267896
AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,8963,339,288,84.956,42107,10550.167145345826,1587.1671453458257
AMAZONAS,UTCUBAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,7736,339,288,84.956,42107,9105.89010782052,1369.89010782052
AMAZONAS,UTCUBAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,5399,339,288,84.956,42107,6355.054381091389,956.0543810913887
AMAZONAS,UTCUBAMBA,,VOTOS NULOS,3434,339,288,84.956,42107,4042.0923772305664,608.0923772305664
AMAZONAS,UTCUBAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2003,339,288,84.956,42107,2357.6910400678,354.6910400677998
AMAZONAS,UTCUBAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1256,339,288,84.956,42107,1478.4123546306323,222.4123546306323
AMAZONAS,UTCUBAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1023,339,288,84.956,42107,1204.152737887848,181.15273788784793
AMAZONAS,UTCUBAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1009,339,288,84.956,42107,1187.673619285277,178.67361928527703
AMAZONAS,UTCUBAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,836,339,288,84.956,42107,984.0387965535101,148.0387965535101
AMAZONAS,UTCUBAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,824,339,288,84.956,42107,969.9138377513066,145.91383775130657
AMAZONAS,UTCUBAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,620,339,288,84.956,42107,729.7895381138471,109.78953811384713
AMAZONAS,UTCUBAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,532,339,288,84.956,42107,626.2065068976882,94.2065068976882
AMAZONAS,UTCUBAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,489,339,288,84.956,42107,575.5920711897924,86.59207118979236
AMAZONAS,UTCUBAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,463,339,288,84.956,42107,544.9879937850181,81.98799378501815
AMAZONAS,UTCUBAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,460,339,288,84.956,42107,541.4567540844673,81.45675408446732
AMAZONAS,UTCUBAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",453,339,288,84.956,42107,533.2171947831819,80.21719478318187
AMAZONAS,UTCUBAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,395,339,288,84.956,42107,464.94656057253167,69.94656057253167
AMAZONAS,UTCUBAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,370,339,288,84.956,42107,435.5195630679411,65.51956306794108
AMAZONAS,UTCUBAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,296,339,288,84.956,42107,348.41565045435283,52.41565045435283
AMAZONAS,UTCUBAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,295,339,288,84.956,42107,347.2385705541692,52.2385705541692
AMAZONAS,UTCUBAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,245,339,288,84.956,42107,288.384575544988,43.384575544988024
AMAZONAS,UTCUBAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,225,339,288,84.956,42107,264.8429775413155,39.84297754131552
AMAZONAS,UTCUBAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,164,339,288,84.956,42107,193.0411036301144,29.041103630114407
AMAZONAS,UTCUBAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,145,339,288,84.956,42107,170.67658552662556,25.67658552662556
AMAZONAS,UTCUBAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,142,339,288,84.956,42107,167.14534582607467,25.145345826074674
AMAZONAS,UTCUBAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,109,339,288,84.956,42107,128.30170912001506,19.30170912001506
AMAZONAS,UTCUBAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,102,339,288,84.956,42107,120.0621498187297,18.062149818729694
AMAZONAS,UTCUBAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,89,339,288,84.956,42107,104.76011111634259,15.760111116342586
AMAZONAS,UTCUBAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,82,339,288,84.956,42107,96.5205518150572,14.520551815057203
AMAZONAS,UTCUBAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,80,339,288,84.956,42107,94.16639201468996,14.166392014689961
AMAZONAS,UTCUBAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,68,339,288,84.956,42107,80.04143321248647,12.041433212486467
AMAZONAS,UTCUBAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,64,339,288,84.956,42107,75.33311361175197,11.333113611751969
AMAZONAS,UTCUBAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,60,339,288,84.956,42107,70.62479401101747,10.624794011017471
AMAZONAS,UTCUBAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,57,339,288,84.956,42107,67.0935543104666,10.093554310466601
AMAZONAS,UTCUBAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,36,339,288,84.956,42107,42.37487640661048,6.374876406610483
AMAZONAS,UTCUBAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,24,339,288,84.956,42107,28.24991760440699,4.249917604406988
AMAZONAS,UTCUBAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,17,339,288,84.956,42107,20.010358303121617,3.010358303121617
ANCASH,AIJA,,VOTOS EN BLANCO,767,26,26,100.0,3414,767.0,0.0
ANCASH,AIJA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,732,26,26,100.0,3414,732.0,0.0
ANCASH,AIJA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,639,26,26,100.0,3414,639.0,0.0
ANCASH,AIJA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,528,26,26,100.0,3414,528.0,0.0
ANCASH,AIJA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,348,26,26,100.0,3414,348.0,0.0
ANCASH,AIJA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,312,26,26,100.0,3414,312.0,0.0
ANCASH,AIJA,,VOTOS NULOS,292,26,26,100.0,3414,292.0,0.0
ANCASH,AIJA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,135,26,26,100.0,3414,135.0,0.0
ANCASH,AIJA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,104,26,26,100.0,3414,104.0,0.0
ANCASH,AIJA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,84,26,26,100.0,3414,84.0,0.0
ANCASH,AIJA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",71,26,26,100.0,3414,71.0,0.0
ANCASH,AIJA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,66,26,26,100.0,3414,66.0,0.0
ANCASH,AIJA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,50,26,26,100.0,3414,50.0,0.0
ANCASH,AIJA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,45,26,26,100.0,3414,45.0,0.0
ANCASH,AIJA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,39,26,26,100.0,3414,39.0,0.0
ANCASH,AIJA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,33,26,26,100.0,3414,33.0,0.0
ANCASH,AIJA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,29,26,26,100.0,3414,29.0,0.0
ANCASH,AIJA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,26,26,26,100.0,3414,26.0,0.0
ANCASH,AIJA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,22,26,26,100.0,3414,22.0,0.0
ANCASH,AIJA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,17,26,26,100.0,3414,17.0,0.0
ANCASH,AIJA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,17,26,26,100.0,3414,17.0,0.0
ANCASH,AIJA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,14,26,26,100.0,3414,14.0,0.0
ANCASH,AIJA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,13,26,26,100.0,3414,13.0,0.0
ANCASH,AIJA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,12,26,26,100.0,3414,12.0,0.0
ANCASH,AIJA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,12,26,26,100.0,3414,12.0,0.0
ANCASH,AIJA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,9,26,26,100.0,3414,9.0,0.0
ANCASH,AIJA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,8,26,26,100.0,3414,8.0,0.0
ANCASH,AIJA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,8,26,26,100.0,3414,8.0,0.0
ANCASH,AIJA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,7,26,26,100.0,3414,7.0,0.0
ANCASH,AIJA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,6,26,26,100.0,3414,6.0,0.0
ANCASH,AIJA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,5,26,26,100.0,3414,5.0,0.0
ANCASH,AIJA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,5,26,26,100.0,3414,5.0,0.0
ANCASH,AIJA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,4,26,26,100.0,3414,4.0,0.0
ANCASH,AIJA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4,26,26,100.0,3414,4.0,0.0
ANCASH,AIJA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,3,26,26,100.0,3414,3.0,0.0
ANCASH,AIJA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3,26,26,100.0,3414,3.0,0.0
ANCASH,AIJA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,26,26,100.0,3414,3.0,0.0
ANCASH,AIJA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,26,26,100.0,3414,1.0,0.0
ANCASH,ANTONIO RAIMONDI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1583,46,39,84.783,3601,1867.1195876531854,284.11958765318536
ANCASH,ANTONIO RAIMONDI,,VOTOS EN BLANCO,1040,46,39,84.783,3601,1226.6610051543353,186.66100515433527
ANCASH,ANTONIO RAIMONDI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,453,46,39,84.783,3601,534.305226283571,81.30522628357096
ANCASH,ANTONIO RAIMONDI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,338,46,39,84.783,3601,398.66482667515896,60.66482667515896
ANCASH,ANTONIO RAIMONDI,,VOTOS NULOS,300,46,39,84.783,3601,353.8445207175967,53.84452071759671
ANCASH,ANTONIO RAIMONDI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,260,46,39,84.783,3601,306.6652512885838,46.66525128858382
ANCASH,ANTONIO RAIMONDI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,176,46,39,84.783,3601,207.58878548765674,31.588785487656736
ANCASH,ANTONIO RAIMONDI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,135,46,39,84.783,3601,159.23003432291853,24.230034322918527
ANCASH,ANTONIO RAIMONDI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,88,46,39,84.783,3601,103.79439274382837,15.794392743828368
ANCASH,ANTONIO RAIMONDI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,73,46,39,84.783,3601,86.10216670794853,13.102166707948527
ANCASH,ANTONIO RAIMONDI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,48,46,39,84.783,3601,56.61512331481547,8.61512331481547
ANCASH,ANTONIO RAIMONDI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,47,46,39,84.783,3601,55.43564157909015,8.435641579090152
ANCASH,ANTONIO RAIMONDI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,45,46,39,84.783,3601,53.0766781076395,8.076678107639502
ANCASH,ANTONIO RAIMONDI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,42,46,39,84.783,3601,49.53823290046354,7.538232900463541
ANCASH,ANTONIO RAIMONDI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,33,46,39,84.783,3601,38.922897278935636,5.922897278935636
