departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
CAJAMARCA,CUTERVO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,19736,381,300,78.74,41264
CAJAMARCA,CUTERVO,,VOTOS EN BLANCO,9011,381,300,78.74,41264
CAJAMARCA,CUTERVO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5382,381,300,78.74,41264
CAJAMARCA,CUTERVO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4734,381,300,78.74,41264
CAJAMARCA,CUTERVO,,VOTOS NULOS,3459,381,300,78.74,41264
CAJAMARCA,CUTERVO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1758,381,300,78.74,41264
CAJAMARCA,CUTERVO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1442,381,300,78.74,41264
CAJAMARCA,CUTERVO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1372,381,300,78.74,41264
CAJAMARCA,CUTERVO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1028,381,300,78.74,41264
CAJAMARCA,CUTERVO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,826,381,300,78.74,41264
CAJAMARCA,CUTERVO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,601,381,300,78.74,41264
CAJAMARCA,CUTERVO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,545,381,300,78.74,41264
CAJAMARCA,CUTERVO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,475,381,300,78.74,41264
CAJAMARCA,CUTERVO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,428,381,300,78.74,41264
CAJAMARCA,CUTERVO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",373,381,300,78.74,41264
CAJAMARCA,CUTERVO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,325,381,300,78.74,41264
CAJAMARCA,CUTERVO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,287,381,300,78.74,41264
CAJAMARCA,CUTERVO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,252,381,300,78.74,41264
CAJAMARCA,CUTERVO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,236,381,300,78.74,41264
CAJAMARCA,CUTERVO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,227,381,300,78.74,41264
CAJAMARCA,CUTERVO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,149,381,300,78.74,41264
CAJAMARCA,CUTERVO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,138,381,300,78.74,41264
CAJAMARCA,CUTERVO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,133,381,300,78.74,41264
CAJAMARCA,CUTERVO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,112,381,300,78.74,41264
CAJAMARCA,CUTERVO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,103,381,300,78.74,41264
CAJAMARCA,CUTERVO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,90,381,300,78.74,41264
CAJAMARCA,CUTERVO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,86,381,300,78.74,41264
CAJAMARCA,CUTERVO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,75,381,300,78.74,41264
CAJAMARCA,CUTERVO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,55,381,300,78.74,41264
CAJAMARCA,CUTERVO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,46,381,300,78.74,41264
CAJAMARCA,CUTERVO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,45,381,300,78.74,41264
CAJAMARCA,CUTERVO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,44,381,300,78.74,41264
CAJAMARCA,CUTERVO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,38,381,300,78.74,41264
CAJAMARCA,CUTERVO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,34,381,300,78.74,41264
CAJAMARCA,CUTERVO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,30,381,300,78.74,41264
CAJAMARCA,CUTERVO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,29,381,300,78.74,41264
CAJAMARCA,CUTERVO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,19,381,300,78.74,41264
CAJAMARCA,CUTERVO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,11,381,300,78.74,41264
CAJAMARCA,HUALGAYOC,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,18027,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,,VOTOS EN BLANCO,5935,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,,VOTOS NULOS,2872,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2538,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1650,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,809,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,572,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",468,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,452,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,259,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,251,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,246,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,237,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,235,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,209,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,193,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,189,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,101,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,91,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,91,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,72,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,67,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,60,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,59,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,56,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,52,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,47,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,45,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,44,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,37,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,31,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,30,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,21,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,18,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,15,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,13,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,12,264,175,66.288,27133
CAJAMARCA,HUALGAYOC,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,6,264,175,66.288,27133
CAJAMARCA,JAÉN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,20943,607,388,63.921,65940
CAJAMARCA,JAÉN,,VOTOS EN BLANCO,11106,607,388,63.921,65940
CAJAMARCA,JAÉN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,9711,607,388,63.921,65940
CAJAMARCA,JAÉN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,8675,607,388,63.921,65940
CAJAMARCA,JAÉN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,4737,607,388,63.921,65940
CAJAMARCA,JAÉN,,VOTOS NULOS,4543,607,388,63.921,65940
CAJAMARCA,JAÉN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2828,607,388,63.921,65940
CAJAMARCA,JAÉN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2517,607,388,63.921,65940
CAJAMARCA,JAÉN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2434,607,388,63.921,65940
CAJAMARCA,JAÉN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1592,607,388,63.921,65940
CAJAMARCA,JAÉN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1529,607,388,63.921,65940
CAJAMARCA,JAÉN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1231,607,388,63.921,65940
CAJAMARCA,JAÉN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1137,607,388,63.921,65940
CAJAMARCA,JAÉN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1137,607,388,63.921,65940
CAJAMARCA,JAÉN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,877,607,388,63.921,65940
CAJAMARCA,JAÉN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,877,607,388,63.921,65940
CAJAMARCA,JAÉN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,725,607,388,63.921,65940
CAJAMARCA,JAÉN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,704,607,388,63.921,65940
CAJAMARCA,JAÉN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,627,607,388,63.921,65940
CAJAMARCA,JAÉN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,573,607,388,63.921,65940
CAJAMARCA,JAÉN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,489,607,388,63.921,65940
CAJAMARCA,JAÉN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,453,607,388,63.921,65940
CAJAMARCA,JAÉN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,372,607,388,63.921,65940
CAJAMARCA,JAÉN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,318,607,388,63.921,65940
CAJAMARCA,JAÉN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,263,607,388,63.921,65940
CAJAMARCA,JAÉN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,176,607,388,63.921,65940
CAJAMARCA,JAÉN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,172,607,388,63.921,65940
CAJAMARCA,JAÉN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,166,607,388,63.921,65940
CAJAMARCA,JAÉN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,130,607,388,63.921,65940
CAJAMARCA,JAÉN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,120,607,388,63.921,65940
CAJAMARCA,JAÉN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,119,607,388,63.921,65940
CAJAMARCA,JAÉN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,102,607,388,63.921,65940
CAJAMARCA,JAÉN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,99,607,388,63.921,65940
CAJAMARCA,JAÉN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,78,607,388,63.921,65940
CAJAMARCA,JAÉN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,56,607,388,63.921,65940
CAJAMARCA,JAÉN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,50,607,388,63.921,65940
CAJAMARCA,JAÉN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,41,607,388,63.921,65940
CAJAMARCA,JAÉN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,38,607,388,63.921,65940
CAJAMARCA,SAN IGNACIO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,17079,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,,VOTOS EN BLANCO,6098,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3056,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2805,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,,VOTOS NULOS,1976,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1094,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,988,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,554,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,492,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,383,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,318,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,288,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,279,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,269,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,226,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,217,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,208,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,204,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,173,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,167,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,167,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,160,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",151,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,125,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,71,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,54,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,54,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,51,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,45,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,44,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,39,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,32,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,30,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,23,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,21,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,19,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,18,408,203,49.755,29915
CAJAMARCA,SAN IGNACIO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,11,408,203,49.755,29915
CAJAMARCA,SAN MARCOS,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2746,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,,VOTOS EN BLANCO,1496,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1077,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,,VOTOS NULOS,759,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,620,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,363,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,238,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,232,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,220,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,170,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,152,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,123,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",121,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,106,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,82,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,78,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,70,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,67,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,65,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,51,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,44,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,35,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,34,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,32,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,26,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,22,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,21,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,16,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,16,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,16,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,12,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,10,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,6,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,6,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,4,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,2,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,2,162,45,27.778,6887
CAJAMARCA,SAN MARCOS,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,2,162,45,27.778,6887
CAJAMARCA,SAN MIGUEL,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10711,160,153,95.625,20906
CAJAMARCA,SAN MIGUEL,,VOTOS EN BLANCO,4580,160,153,95.625,20906
CAJAMARCA,SAN MIGUEL,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3641,160,153,95.625,20906
