departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
LA LIBERTAD,CHEPÉN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,11,240,218,90.833,38665
LA LIBERTAD,GRAN CHIMÚ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,4171,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,,VOTOS EN BLANCO,3298,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,,VOTOS NULOS,1392,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1168,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,600,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,596,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,564,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,464,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,445,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,318,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,317,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,316,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,213,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,140,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",128,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,124,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,103,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,97,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,83,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,65,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,57,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,52,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,43,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,33,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,28,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,26,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,20,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,20,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,19,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,19,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,17,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,15,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,12,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,10,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,9,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,8,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,8,83,80,96.386,10311
LA LIBERTAD,GRAN CHIMÚ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3,83,80,96.386,10311
LA LIBERTAD,JULCÁN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1312,94,29,30.851,2961
LA LIBERTAD,JULCÁN,,VOTOS EN BLANCO,962,94,29,30.851,2961
LA LIBERTAD,JULCÁN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,391,94,29,30.851,2961
LA LIBERTAD,JULCÁN,,VOTOS NULOS,369,94,29,30.851,2961
LA LIBERTAD,JULCÁN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,237,94,29,30.851,2961
LA LIBERTAD,JULCÁN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,199,94,29,30.851,2961
LA LIBERTAD,JULCÁN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,145,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,140,94,29,30.851,2961
LA LIBERTAD,JULCÁN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,135,94,29,30.851,2961
LA LIBERTAD,JULCÁN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,50,94,29,30.851,2961
LA LIBERTAD,JULCÁN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,50,94,29,30.851,2961
LA LIBERTAD,JULCÁN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,41,94,29,30.851,2961
LA LIBERTAD,JULCÁN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,38,94,29,30.851,2961
LA LIBERTAD,JULCÁN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,24,94,29,30.851,2961
LA LIBERTAD,JULCÁN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,22,94,29,30.851,2961
LA LIBERTAD,JULCÁN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,21,94,29,30.851,2961
LA LIBERTAD,JULCÁN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,17,94,29,30.851,2961
LA LIBERTAD,JULCÁN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,16,94,29,30.851,2961
LA LIBERTAD,JULCÁN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,16,94,29,30.851,2961
LA LIBERTAD,JULCÁN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,14,94,29,30.851,2961
LA LIBERTAD,JULCÁN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,11,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,10,94,29,30.851,2961
LA LIBERTAD,JULCÁN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",10,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,9,94,29,30.851,2961
LA LIBERTAD,JULCÁN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,8,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,7,94,29,30.851,2961
LA LIBERTAD,JULCÁN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,6,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,6,94,29,30.851,2961
LA LIBERTAD,JULCÁN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,5,94,29,30.851,2961
LA LIBERTAD,JULCÁN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,4,94,29,30.851,2961
LA LIBERTAD,JULCÁN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,4,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,3,94,29,30.851,2961
LA LIBERTAD,JULCÁN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,3,94,29,30.851,2961
LA LIBERTAD,JULCÁN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,94,29,30.851,2961
LA LIBERTAD,JULCÁN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,2,94,29,30.851,2961
LA LIBERTAD,JULCÁN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1,94,29,30.851,2961
LA LIBERTAD,JULCÁN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,1,94,29,30.851,2961
LA LIBERTAD,JULCÁN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0,94,29,30.851,2961
LA LIBERTAD,OTUZCO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,,VOTOS EN BLANCO,0,263,0,0.0,0
LA LIBERTAD,OTUZCO,,VOTOS NULOS,0,263,0,0.0,0
LA LIBERTAD,PACASMAYO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,10306,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,,VOTOS EN BLANCO,8748,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4065,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3901,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,,VOTOS NULOS,3657,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,3622,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3129,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2956,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2209,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1502,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1332,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1294,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1286,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1262,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1082,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,532,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,476,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,330,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,275,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,236,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,209,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,184,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,171,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,164,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,148,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,127,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,122,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,118,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,107,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,90,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,88,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,82,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,73,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,67,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,60,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,35,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,28,292,239,81.849,41680
LA LIBERTAD,PACASMAYO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,12,292,239,81.849,41680
LA LIBERTAD,PATAZ,,VOTOS EN BLANCO,6247,223,152,68.161,15879
LA LIBERTAD,PATAZ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,5998,223,152,68.161,15879
LA LIBERTAD,PATAZ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2742,223,152,68.161,15879
LA LIBERTAD,PATAZ,,VOTOS NULOS,2159,223,152,68.161,15879
LA LIBERTAD,PATAZ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1451,223,152,68.161,15879
LA LIBERTAD,PATAZ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,822,223,152,68.161,15879
LA LIBERTAD,PATAZ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,782,223,152,68.161,15879
LA LIBERTAD,PATAZ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,505,223,152,68.161,15879
LA LIBERTAD,PATAZ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,328,223,152,68.161,15879
LA LIBERTAD,PATAZ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,320,223,152,68.161,15879
LA LIBERTAD,PATAZ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,272,223,152,68.161,15879
LA LIBERTAD,PATAZ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,268,223,152,68.161,15879
LA LIBERTAD,PATAZ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,262,223,152,68.161,15879
LA LIBERTAD,PATAZ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,241,223,152,68.161,15879
LA LIBERTAD,PATAZ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,240,223,152,68.161,15879
LA LIBERTAD,PATAZ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,188,223,152,68.161,15879
LA LIBERTAD,PATAZ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,188,223,152,68.161,15879
LA LIBERTAD,PATAZ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,165,223,152,68.161,15879
LA LIBERTAD,PATAZ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,159,223,152,68.161,15879
LA LIBERTAD,PATAZ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,149,223,152,68.161,15879
LA LIBERTAD,PATAZ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",116,223,152,68.161,15879
LA LIBERTAD,PATAZ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,93,223,152,68.161,15879
LA LIBERTAD,PATAZ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,71,223,152,68.161,15879
LA LIBERTAD,PATAZ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,69,223,152,68.161,15879
LA LIBERTAD,PATAZ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,62,223,152,68.161,15879
LA LIBERTAD,PATAZ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,55,223,152,68.161,15879
LA LIBERTAD,PATAZ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,53,223,152,68.161,15879
LA LIBERTAD,PATAZ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,50,223,152,68.161,15879
LA LIBERTAD,PATAZ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,40,223,152,68.161,15879
LA LIBERTAD,PATAZ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,36,223,152,68.161,15879
LA LIBERTAD,PATAZ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,30,223,152,68.161,15879
LA LIBERTAD,PATAZ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,29,223,152,68.161,15879
LA LIBERTAD,PATAZ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,28,223,152,68.161,15879
LA LIBERTAD,PATAZ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,26,223,152,68.161,15879
LA LIBERTAD,PATAZ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,12,223,152,68.161,15879
LA LIBERTAD,PATAZ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,11,223,152,68.161,15879
LA LIBERTAD,PATAZ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,9,223,152,68.161,15879
LA LIBERTAD,PATAZ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,9,223,152,68.161,15879
LA LIBERTAD,SÁNCHEZ CARRIÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,16059,428,345,80.607,47625
